value,time
212.26521072005247,2025-07-02T13:56:55.763148+00:00
204.17150202088007,2025-07-02T13:56:59.763783+00:00
214.2505991379819,2025-07-02T13:57:03.770424+00:00
215.73877602488338,2025-07-02T13:57:07.761052+00:00
206.94324393994495,2025-07-02T13:57:11.772698+00:00
213.11599953679396,2025-07-02T13:57:15.769329+00:00
215.87471164009781,2025-07-02T13:57:19.773969+00:00
216.19945664933059,2025-07-02T13:57:23.770601+00:00
207.39286208495048,2025-07-02T13:57:27.762228+00:00
210.01794338392367,2025-07-02T13:57:31.773501+00:00
202.28874415184805,2025-07-02T13:57:35.761125+00:00
208.89385010861946,2025-07-02T13:57:39.771770+00:00
208.48447046846877,2025-07-02T13:57:43.785417+00:00
213.7042021736565,2025-07-02T13:57:47.766035+00:00
213.84051006329653,2025-07-02T13:57:51.763667+00:00
211.38545703614372,2025-07-02T13:57:55.776314+00:00
210.76075593047028,2025-07-02T13:57:59.784957+00:00
207.22614988583814,2025-07-02T13:58:03.779588+00:00
208.3322561757792,2025-07-02T13:58:07.767442+00:00
206.51893660639467,2025-07-02T13:58:11.777085+00:00
209.9944433321062,2025-07-02T13:58:15.825764+00:00
210.39028341189842,2025-07-02T13:58:19.766598+00:00
207.72135274805694,2025-07-02T13:58:23.772521+00:00
212.39561558052563,2025-07-02T13:58:27.783740+00:00
209.4461801056834,2025-07-02T13:58:31.769603+00:00
206.8715315836304,2025-07-02T13:58:35.786253+00:00
200.1666402497543,2025-07-02T13:58:39.772104+00:00
208.079283730226,2025-07-02T13:58:43.803009+00:00
210.0859506213646,2025-07-02T13:58:47.787963+00:00
209.73332861113536,2025-07-02T13:58:51.786598+00:00
205.81556454966548,2025-07-02T13:58:55.782467+00:00
212.13360447592987,2025-07-02T13:58:59.788399+00:00
205.42168721555709,2025-07-02T13:59:03.784620+00:00
213.518360162507,2025-07-02T13:59:07.775247+00:00
207.12220776583257,2025-07-02T13:59:11.789896+00:00
207.498788325657,2025-07-02T13:59:15.779522+00:00
212.29196315503896,2025-07-02T13:59:19.792544+00:00
210.11127471624576,2025-07-02T13:59:23.784171+00:00
210.05879401654008,2025-07-02T13:59:27.846863+00:00
211.3758427339954,2025-07-02T13:59:31.799455+00:00
203.93312043472997,2025-07-02T13:59:35.792084+00:00
205.67987552283023,2025-07-02T13:59:39.783711+00:00
212.57623620417638,2025-07-02T13:59:43.803364+00:00
208.14639855130497,2025-07-02T13:59:47.781265+00:00
209.91898310538417,2025-07-02T13:59:51.790508+00:00
218.5788913591776,2025-07-02T13:59:55.785617+00:00
205.47841391169388,2025-07-02T13:59:59.789256+00:00
206.09824506698268,2025-07-02T14:00:03.799900+00:00
206.33879450319438,2025-07-02T14:00:07.793530+00:00
210.73923504012393,2025-07-02T14:00:11.792167+00:00
217.41593906531824,2025-07-02T14:00:15.790045+00:00
205.77329520452056,2025-07-02T14:00:19.804693+00:00
204.50362879552733,2025-07-02T14:00:23.797321+00:00
210.94798251629683,2025-07-02T14:00:27.805194+00:00
208.75952202803498,2025-07-02T14:00:31.796822+00:00
213.71673418435154,2025-07-02T14:00:35.788683+00:00
209.20382286537662,2025-07-02T14:00:39.805333+00:00
209.24213158922524,2025-07-02T14:00:43.803966+00:00
214.01934090777453,2025-07-02T14:00:47.800805+00:00
211.14868579079535,2025-07-02T14:00:51.818456+00:00
209.57803173654727,2025-07-02T14:00:55.814217+00:00
217.9569377945491,2025-07-02T14:00:59.800840+00:00
211.94964882168358,2025-07-02T14:01:03.792732+00:00
202.36081183850922,2025-07-02T14:01:07.811384+00:00
210.0780506428692,2025-07-02T14:01:11.810018+00:00
208.86476964682495,2025-07-02T14:01:15.806651+00:00
7.4883158208009135,2025-07-02T14:01:19.815293+00:00
12.115956002783761,2025-07-02T14:01:23.810208+00:00
9.97326398804261,2025-07-02T14:01:27.818851+00:00
12.615232714583286,2025-07-02T14:01:31.819719+00:00
7.141685894805249,2025-07-02T14:01:35.808344+00:00
7.836277791926307,2025-07-02T14:01:39.822993+00:00
11.225103342740496,2025-07-02T14:01:43.808615+00:00
9.752696701557262,2025-07-02T14:01:47.822262+00:00
9.247830771107488,2025-07-02T14:01:51.813124+00:00
8.501320474527759,2025-07-02T14:01:55.823769+00:00
8.248221756040046,2025-07-02T14:01:59.822403+00:00
11.412825953731357,2025-07-02T14:02:03.831046+00:00
8.955206303410101,2025-07-02T14:02:07.833683+00:00
207.1431081313571,2025-07-02T14:02:11.821307+00:00
199.36835423372654,2025-07-02T14:02:15.816182+00:00
211.8678734212495,2025-07-02T14:02:19.828069+00:00
212.50851938096218,2025-07-02T14:02:23.829914+00:00
199.32534660126592,2025-07-02T14:02:27.817538+00:00
211.3340154228072,2025-07-02T14:02:31.830390+00:00
207.69006381869937,2025-07-02T14:02:35.826021+00:00
207.0741348567298,2025-07-02T14:02:39.832662+00:00
209.07530701382228,2025-07-02T14:02:43.828563+00:00
208.25197718003957,2025-07-02T14:02:47.831200+00:00
207.0314780417558,2025-07-02T14:02:51.836842+00:00
202.21762379196116,2025-07-02T14:02:55.827468+00:00
203.67207713896596,2025-07-02T14:02:59.845120+00:00
209.03989148138322,2025-07-02T14:03:03.832744+00:00
205.5943549458388,2025-07-02T14:03:07.827373+00:00
210.78462106178034,2025-07-02T14:03:11.844024+00:00
203.11925880767654,2025-07-02T14:03:15.834650+00:00
208.69847629187908,2025-07-02T14:03:19.838289+00:00
202.80178222812944,2025-07-02T14:03:23.830918+00:00
209.1385777897388,2025-07-02T14:03:27.840562+00:00
203.63702726708544,2025-07-02T14:03:31.839196+00:00
209.9915790111667,2025-07-02T14:03:35.838831+00:00
202.05821176167763,2025-07-02T14:03:39.833461+00:00
204.64409638788064,2025-07-02T14:03:43.841104+00:00
204.60123939291776,2025-07-02T14:03:47.833732+00:00
204.58203449527298,2025-07-02T14:03:51.841613+00:00
209.3821984554654,2025-07-02T14:03:55.843574+00:00
213.6965798425024,2025-07-02T14:03:59.841207+00:00
207.6297413800405,2025-07-02T14:04:03.833836+00:00
203.6810721041363,2025-07-02T14:04:07.843838+00:00
215.4353076391489,2025-07-02T14:04:11.837467+00:00
211.81248492630849,2025-07-02T14:04:15.837101+00:00
207.04911753209367,2025-07-02T14:04:19.836736+00:00
210.64549759750938,2025-07-02T14:04:23.859391+00:00
207.77178736566478,2025-07-02T14:04:27.853021+00:00
208.20540176617172,2025-07-02T14:04:31.865026+00:00
210.67503728501964,2025-07-02T14:04:35.845876+00:00
205.88031865527472,2025-07-02T14:04:39.835502+00:00
208.2635101531944,2025-07-02T14:04:43.831133+00:00
216.10755146922705,2025-07-02T14:04:47.841778+00:00
212.58852304329068,2025-07-02T14:04:51.839411+00:00
206.66850372265583,2025-07-02T14:04:55.842048+00:00
207.5937239278988,2025-07-02T14:04:59.876920+00:00
203.68313708042496,2025-07-02T14:05:03.846528+00:00
213.18615384266582,2025-07-02T14:05:07.835870+00:00
204.97298679105486,2025-07-02T14:05:11.840748+00:00
207.9213957896903,2025-07-02T14:05:15.851393+00:00
211.05748111370042,2025-07-02T14:05:19.839201+00:00
213.57129967123342,2025-07-02T14:05:23.851847+00:00
206.90956744409456,2025-07-02T14:05:27.859490+00:00
206.31014969284954,2025-07-02T14:05:31.859124+00:00
208.81343866191267,2025-07-02T14:05:35.852753+00:00
206.76153006693627,2025-07-02T14:05:39.849385+00:00
213.37388943849112,2025-07-02T14:05:43.863033+00:00
210.7193774506426,2025-07-02T14:05:47.853660+00:00
207.25636076744883,2025-07-02T14:05:51.866307+00:00
203.27019929627355,2025-07-02T14:05:55.856933+00:00
212.5635473907942,2025-07-02T14:05:59.863574+00:00
219.48751427836274,2025-07-02T14:06:03.865211+00:00
210.64479107433883,2025-07-02T14:06:07.861843+00:00
201.21255812756917,2025-07-02T14:06:11.864480+00:00
203.57977168018684,2025-07-02T14:06:15.863114+00:00
209.11568907102898,2025-07-02T14:06:19.864750+00:00
204.10078331061086,2025-07-02T14:06:23.861608+00:00
215.64521658422504,2025-07-02T14:06:27.869250+00:00
207.17372666443316,2025-07-02T14:06:31.856874+00:00
206.27857491122242,2025-07-02T14:06:35.869520+00:00
209.2619948254258,2025-07-02T14:06:39.865151+00:00
206.085927427352,2025-07-02T14:06:43.870791+00:00
205.3838571559803,2025-07-02T14:06:47.869425+00:00
202.19937472046075,2025-07-02T14:06:51.866057+00:00
205.82971097407622,2025-07-02T14:06:55.897721+00:00
209.45882068778184,2025-07-02T14:06:59.868330+00:00
201.2267236572957,2025-07-02T14:07:03.871968+00:00
212.58052441695213,2025-07-02T14:07:07.868600+00:00
208.49173305539782,2025-07-02T14:07:11.862607+00:00
212.73663537279887,2025-07-02T14:07:15.873253+00:00
209.1244911957548,2025-07-02T14:07:19.880894+00:00
211.8312839874022,2025-07-02T14:07:23.870520+00:00
202.63290101456187,2025-07-02T14:07:27.874159+00:00
202.07541435725918,2025-07-02T14:07:31.881800+00:00
204.73991215973186,2025-07-02T14:07:35.871426+00:00
211.2277072997243,2025-07-02T14:07:39.899086+00:00
214.04745443277872,2025-07-02T14:07:43.877702+00:00
213.3341589615139,2025-07-02T14:07:47.881340+00:00
214.85034951161327,2025-07-02T14:07:51.879974+00:00
210.33905082762575,2025-07-02T14:07:55.875606+00:00
217.49396914088715,2025-07-02T14:07:59.874469+00:00
208.3364519966421,2025-07-02T14:08:03.879108+00:00
206.85371584050932,2025-07-02T14:08:07.880745+00:00
206.20666438356685,2025-07-02T14:08:11.893391+00:00
217.32032290215028,2025-07-02T14:08:15.886019+00:00
206.38849757704952,2025-07-02T14:08:19.886654+00:00
212.61901958290034,2025-07-02T14:08:23.893296+00:00
203.58370453962834,2025-07-02T14:08:27.891929+00:00
215.8854756352811,2025-07-02T14:08:31.897570+00:00
206.9293027883151,2025-07-02T14:08:35.903210+00:00
209.22444866874645,2025-07-02T14:08:39.899842+00:00
9.827995434766066,2025-07-02T14:08:43.931506+00:00
11.302669286091316,2025-07-02T14:08:47.899112+00:00
10.457670079161709,2025-07-02T14:08:51.889738+00:00
10.861212163850695,2025-07-02T14:08:55.905387+00:00
6.868507947012112,2025-07-02T14:08:59.926042+00:00
11.00510071315098,2025-07-02T14:09:03.896885+00:00
9.584246457371819,2025-07-02T14:09:07.894796+00:00
12.784695693542758,2025-07-02T14:09:11.930463+00:00
13.448431460077302,2025-07-02T14:09:15.901072+00:00
12.246067909061125,2025-07-02T14:09:19.905949+00:00
9.731017010517299,2025-07-02T14:09:23.911589+00:00
12.02533505004201,2025-07-02T14:09:27.907220+00:00
9.229698409657807,2025-07-02T14:09:31.917095+00:00
11.271991978606266,2025-07-02T14:09:35.907721+00:00
209.37639879079325,2025-07-02T14:09:39.916749+00:00
206.17125772185184,2025-07-02T14:09:43.917620+00:00
209.02272498101993,2025-07-02T14:09:47.903242+00:00
212.09815248606157,2025-07-02T14:09:51.906114+00:00
206.29808785907701,2025-07-02T14:09:55.904748+00:00
206.67081855493944,2025-07-02T14:09:59.903381+00:00
201.03196528090078,2025-07-02T14:10:03.932042+00:00
209.293788031486,2025-07-02T14:10:07.913227+00:00
208.11357250919764,2025-07-02T14:10:11.930878+00:00
208.8421193308667,2025-07-02T14:10:15.920504+00:00
205.0815587140773,2025-07-02T14:10:19.905125+00:00
211.50672550053878,2025-07-02T14:10:23.912767+00:00
210.9788481218473,2025-07-02T14:10:27.916913+00:00
215.29098665928962,2025-07-02T14:10:31.913413+00:00
209.80763653978096,2025-07-02T14:10:35.910045+00:00
210.19149312282747,2025-07-02T14:10:39.921691+00:00
206.2313090413943,2025-07-02T14:10:43.910315+00:00
207.23503582447245,2025-07-02T14:10:47.913954+00:00
214.70467392551643,2025-07-02T14:10:51.924598+00:00
209.0322385008108,2025-07-02T14:10:55.916226+00:00
200.99284861799612,2025-07-02T14:10:59.918864+00:00
207.1080979506257,2025-07-02T14:11:03.922501+00:00
218.60400442404963,2025-07-02T14:11:07.920135+00:00
201.2507832790786,2025-07-02T14:11:11.948796+00:00
210.36876730525816,2025-07-02T14:11:15.918879+00:00
199.6385704097636,2025-07-02T14:11:19.918513+00:00
209.344177517572,2025-07-02T14:11:23.921151+00:00
211.79662511190307,2025-07-02T14:11:27.943806+00:00
212.58302167033634,2025-07-02T14:11:31.937915+00:00
